3,,,4,,,5,,,6,,,7,,,8,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,0.2516666667,0.258,500,0.2035333333,0.174,500,0.1735333333,0.169,500,0.1442,0.147,500,0.1275333333,0.126,500,0.1107333333,0.105
1000,0.2552666667,0.2535,1000,0.1982666667,0.206,1000,0.1722666667,0.1675,1000,0.1425333333,0.1485,1000,0.1223333333,0.12,1000,0.1105333333,0.111
1500,0.2512666667,0.239,1500,0.1996,0.2125,1500,0.1688666667,0.165,1500,0.1378,0.15,1500,0.1254,0.128,1500,0.1183333333,0.122
2000,0.2490666667,0.2365,2000,0.1991333333,0.2195,2000,0.1768,0.1555,2000,0.1456,0.1235,2000,0.1265333333,0.123,2000,0.1132,0.1145
2500,0.2594666667,0.2565,2500,0.2032666667,0.2045,2500,0.1644666667,0.1835,2500,0.1455333333,0.1295,2500,0.1229333333,0.121,2500,0.1160666667,0.108
3000,0.2742,0.2365,3000,0.2216,0.194,3000,0.1707333333,0.163,3000,0.1514666667,0.1385,3000,0.1308,0.1265,3000,0.1113333333,0.098
3500,0.2972,0.2335,3500,0.2412666667,0.1805,3500,0.1883333333,0.1615,3500,0.1400666667,0.147,3500,0.1459333333,0.1295,3500,0.1102666667,0.1025
4000,0.2744666667,0.2295,4000,0.2218,0.182,4000,0.1904,0.186,4000,0.177,0.144,4000,0.1676,0.1225,4000,0.1406,0.102
4500,0.35,0.295,4500,0.239,0.1955,4500,0.2033333333,0.158,4500,0.1836,0.1245,4500,0.1588666667,0.1145,4500,0.1355333333,0.1125
5000,0.5247333333,0.4825,5000,0.2444666667,0.1905,5000,0.2324666667,0.1525,5000,0.1894666667,0.1335,5000,0.1681333333,0.1205,5000,0.1551333333,0.0955
5500,0.5634666667,0.462,5500,0.2626,0.181,5500,0.238,0.1615,5500,0.2039333333,0.1285,5500,0.1546,0.123,5500,0.1412666667,0.1075
6000,0.558,0.4655,6000,0.2656666667,0.193,6000,0.2348,0.15,6000,0.168,0.144,6000,0.1857333333,0.124,6000,0.1708666667,0.098
6500,0.5645333333,0.4755,6500,0.2638,0.188,6500,0.2323333333,0.1805,6500,0.1938666667,0.1385,6500,0.1705333333,0.125,6500,0.1698666667,0.102
7000,0.8102666667,0.746,7000,0.2618,0.1805,7000,0.2222666667,0.154,7000,0.2142,0.124,7000,0.1802,0.1275,7000,0.1700666667,0.103
7500,0.9971333333,0.993,7500,0.2652666667,0.1675,7500,0.2392666667,0.1575,7500,0.2176666667,0.1175,7500,0.3015333333,0.2215,7500,0.1676,0.1075
8000,0.9999333333,0.9985,8000,0.2725333333,0.181,8000,0.2403333333,0.1695,8000,0.1974,0.1245,8000,0.3392,0.239,8000,0.1735333333,0.102
8500,0.9999333333,0.998,8500,0.259,0.1685,8500,0.2184,0.155,8500,0.2124,0.13,8500,0.3448666667,0.2465,8500,0.1892666667,0.1075
9000,0.9998666667,0.999,9000,0.255,0.192,9000,0.2302,0.1665,9000,0.2058,0.1465,9000,0.3296,0.2515,9000,0.1859333333,0.106
9500,1,0.9995,9500,0.2787333333,0.1905,9500,0.2432666667,0.166,9500,0.22,0.1315,9500,0.3636666667,0.2415,9500,0.1784666667,0.101
10000,1,0.9995,10000,0.2897333333,0.1625,10000,0.2475333333,0.148,10000,0.2192,0.126,10000,0.3552666667,0.2435,10000,0.2138666667,0.0975
,,,10500,0.2652666667,0.1945,10500,0.2459333333,0.143,10500,0.2026,0.1215,10500,0.3551333333,0.246,10500,0.2210666667,0.0995
,,,11000,0.2994666667,0.1815,11000,0.2338,0.1655,11000,0.2157333333,0.1235,11000,0.323,0.2395,11000,0.235,0.0965
,,,11500,0.4798,0.347,11500,0.2444,0.1735,11500,0.2444,0.1315,11500,0.3290666667,0.2475,11500,0.2938,0.097
,,,12000,0.9756666667,0.9675,12000,0.2644,0.152,12000,0.268,0.1305,12000,0.3472666667,0.24,12000,0.3554,0.088
,,,12500,0.9956666667,0.9945,12500,0.2926,0.1725,12500,0.2779333333,0.138,12500,0.3632,0.2415,12500,0.3980666667,0.0925
,,,13000,0.9937333333,0.991,13000,0.5641333333,0.4165,13000,0.3832666667,0.2015,13000,0.3904666667,0.244,13000,0.4816666667,0.0975
,,,13500,0.9991333333,0.998,13500,0.9514,0.9215,13500,0.8174,0.723,13500,0.3718666667,0.2495,13500,0.582,0.1185
,,,14000,0.9992,0.9995,14000,0.9949333333,0.9935,14000,0.929,0.8895,14000,0.3679333333,0.242,14000,0.6801333333,0.1255
,,,,,,14500,0.9862,0.9775,14500,0.9838666667,0.961,14500,0.3978666667,0.256,14500,0.7706,0.1345
,,,,,,15000,0.9955333333,0.9895,15000,0.9862,0.9755,15000,0.4128666667,0.2315,15000,0.8588666667,0.1325
,,,,,,15500,1,0.9985,15500,0.9672666667,0.949,15500,0.4519333333,0.2375,15500,0.9352,0.15
,,,,,,16000,1,0.9985,16000,0.994,0.9795,16000,0.4891333333,0.2345,16000,0.9716666667,0.1385
,,,,,,,,,16500,0.9874,0.977,16500,0.5178,0.224,16500,0.9677333333,0.148
,,,,,,,,,17000,0.9930666667,0.9825,17000,0.5507333333,0.236,17000,0.9759333333,0.157
,,,,,,,,,17500,0.9952,0.9875,17500,0.6154,0.2325,17500,0.9812,0.1555
,,,,,,,,,18000,0.9986,0.9955,18000,0.6908,0.228,18000,0.9872,0.1595
,,,,,,,,,18500,0.9947333333,0.985,18500,0.7392666667,0.2315,18500,0.9882666667,0.154
,,,,,,,,,19000,0.9688666667,0.9515,19000,0.8067333333,0.2395,19000,0.9665333333,0.152
,,,,,,,,,19500,1,0.9975,19500,0.8712666667,0.2355,19500,0.9925333333,0.16
,,,,,,,,,20000,1,0.999,20000,0.9388666667,0.2475,20000,0.9952,0.1625
,,,,,,,,,20500,1,0.999,20500,0.9650666667,0.242,20500,0.9734666667,0.151
,,,,,,,,,21000,1,0.999,21000,0.9824,0.2625,21000,0.9940666667,0.1745
,,,,,,,,,21500,1,0.999,21500,0.977,0.256,21500,0.9982,0.1655
,,,,,,,,,22000,1,0.999,22000,0.9837333333,0.258,22000,0.9980666667,0.1675
,,,,,,,,,,,,22500,0.9952666667,0.2615,22500,0.9693333333,0.1665
,,,,,,,,,,,,23000,0.9778,0.259,23000,0.9918666667,0.172
,,,,,,,,,,,,23500,0.9808666667,0.2695,23500,0.9948666667,0.1825
,,,,,,,,,,,,24000,0.9934666667,0.273,24000,0.9790666667,0.17
,,,,,,,,,,,,24500,0.9858666667,0.2675,24500,0.9854,0.1795
,,,,,,,,,,,,25000,0.9968,0.2855,25000,0.998,0.19
,,,,,,,,,,,,25500,0.9960666667,0.293,25500,0.9897333333,0.1865
,,,,,,,,,,,,26000,0.9879333333,0.281,26000,0.9924,0.1915
,,,,,,,,,,,,26500,0.9944666667,0.2935,26500,0.9961333333,0.1805
,,,,,,,,,,,,27000,0.9934,0.2955,27000,0.99,0.176
,,,,,,,,,,,,27500,0.9962,0.292,27500,0.9752,0.1735
,,,,,,,,,,,,28000,0.9832666667,0.299,28000,0.986,0.181
,,,,,,,,,,,,28500,0.9936,0.2925,28500,0.9979333333,0.191
,,,,,,,,,,,,29000,0.9992,0.2995,29000,0.9957333333,0.1895
,,,,,,,,,,,,29500,0.9901333333,0.3205,29500,0.9871333333,0.2
,,,,,,,,,,,,30000,0.993,0.298,30000,0.9942,0.186
,,,,,,,,,,,,30500,0.999,0.3105,30500,0.9980666667,0.2005
,,,,,,,,,,,,31000,0.9996666667,0.313,31000,0.9949333333,0.199
,,,,,,,,,,,,31500,0.9879333333,0.307,31500,0.9846666667,0.196
,,,,,,,,,,,,32000,0.9872666667,0.3185,32000,0.9979333333,0.2075
,,,,,,,,,,,,32500,0.9968666667,0.326,32500,0.9997333333,0.196
,,,,,,,,,,,,33000,0.9998666667,0.3245,33000,1,0.201
,,,,,,,,,,,,33500,0.9978,0.316,33500,1,0.203
,,,,,,,,,,,,34000,0.9874,0.3235,34000,1,0.2
,,,,,,,,,,,,34500,0.9994666667,0.332,34500,1,0.2005
,,,,,,,,,,,,35000,0.9982666667,0.327,35000,1,0.1985
,,,,,,,,,,,,35500,0.9956666667,0.3285,35500,1,0.2005
,,,,,,,,,,,,36000,0.9953333333,0.344,36000,1,0.2015
,,,,,,,,,,,,36500,0.9994666667,0.339,36500,1,0.2035
,,,,,,,,,,,,37000,0.9998666667,0.3455,37000,1,0.2035
,,,,,,,,,,,,37500,1,0.3525,37500,1,0.204
,,,,,,,,,,,,38000,1,0.3535,38000,1,0.205
,,,,,,,,,,,,38500,1,0.3525,38500,1,0.2055
,,,,,,,,,,,,39000,1,0.3535,39000,1,0.2065
,,,,,,,,,,,,39500,1,0.353,39500,1,0.2075
,,,,,,,,,,,,40000,1,0.3545,40000,1,0.208
,,,,,,,,,,,,40500,1,0.3545,40500,1,0.206
,,,,,,,,,,,,41000,1,0.354,41000,1,0.206
,,,,,,,,,,,,41500,1,0.354,41500,1,0.206
,,,,,,,,,,,,42000,1,0.355,42000,1,0.2045
,,,,,,,,,,,,42500,1,0.353,42500,1,0.2045
,,,,,,,,,,,,43000,1,0.354,43000,1,0.202
,,,,,,,,,,,,43500,1,0.3545,43500,1,0.202
,,,,,,,,,,,,44000,1,0.3555,44000,1,0.2
,,,,,,,,,,,,44500,1,0.3565,44500,1,0.201
,,,,,,,,,,,,45000,1,0.3585,45000,1,0.2015
,,,,,,,,,,,,45500,1,0.3575,45500,1,0.2015
,,,,,,,,,,,,46000,1,0.355,46000,0.9775333333,0.195
,,,,,,,,,,,,46500,1,0.3555,46500,0.9997333333,0.211
,,,,,,,,,,,,47000,1,0.356,47000,1,0.21
,,,,,,,,,,,,47500,1,0.358,47500,1,0.2135
,,,,,,,,,,,,48000,1,0.358,48000,1,0.212
,,,,,,,,,,,,48500,1,0.3585,48500,1,0.2135
,,,,,,,,,,,,49000,1,0.3585,49000,1,0.2135
,,,,,,,,,,,,49500,0.9838666667,0.3385,49500,1,0.214
,,,,,,,,,,,,50000,1,0.355,50000,1,0.2135
,,,,,,,,,,,,50500,1,0.3545,50500,1,0.2155
,,,,,,,,,,,,51000,1,0.354,51000,1,0.2155
,,,,,,,,,,,,51500,1,0.3565,51500,1,0.2175
,,,,,,,,,,,,52000,1,0.355,52000,1,0.215
,,,,,,,,,,,,52500,1,0.357,52500,1,0.2165
,,,,,,,,,,,,53000,1,0.357,53000,1,0.2155
,,,,,,,,,,,,53500,1,0.357,53500,1,0.215
,,,,,,,,,,,,54000,1,0.357,54000,1,0.214
,,,,,,,,,,,,54500,1,0.358,54500,1,0.2135
,,,,,,,,,,,,55000,1,0.3585,55000,1,0.212
,,,,,,,,,,,,55500,1,0.3595,55500,1,0.2105
,,,,,,,,,,,,56000,1,0.3615,56000,1,0.2115
,,,,,,,,,,,,56500,1,0.3615,56500,1,0.21
,,,,,,,,,,,,57000,1,0.3625,57000,1,0.208
,,,,,,,,,,,,57500,1,0.363,57500,1,0.21
,,,,,,,,,,,,58000,1,0.364,58000,1,0.209
,,,,,,,,,,,,58500,1,0.3645,58500,1,0.209
,,,,,,,,,,,,59000,1,0.3635,59000,1,0.211
,,,,,,,,,,,,59500,1,0.363,59500,1,0.212
,,,,,,,,,,,,60000,1,0.362,60000,1,0.211
,,,,,,,,,,,,60500,1,0.361,60500,1,0.207
,,,,,,,,,,,,61000,1,0.3595,61000,1,0.2105
,,,,,,,,,,,,61500,1,0.3595,61500,1,0.2095
,,,,,,,,,,,,62000,1,0.3605,62000,0.9994,0.207
,,,,,,,,,,,,62500,1,0.3615,62500,1,0.2145
,,,,,,,,,,,,63000,1,0.366,63000,1,0.216
,,,,,,,,,,,,63500,1,0.3635,63500,1,0.2145
,,,,,,,,,,,,64000,1,0.362,64000,1,0.217
,,,,,,,,,,,,64500,1,0.363,64500,1,0.217
,,,,,,,,,,,,65000,0.9994,0.3605,65000,1,0.2155
,,,,,,,,,,,,65500,1,0.364,65500,1,0.2155
,,,,,,,,,,,,66000,1,0.3645,66000,1,0.215
,,,,,,,,,,,,66500,1,0.3645,66500,1,0.2155
,,,,,,,,,,,,67000,1,0.364,67000,1,0.2145
,,,,,,,,,,,,67500,1,0.3645,67500,1,0.2135
,,,,,,,,,,,,68000,1,0.364,68000,1,0.2145
,,,,,,,,,,,,68500,1,0.364,68500,1,0.214
,,,,,,,,,,,,69000,1,0.363,69000,1,0.214
,,,,,,,,,,,,69500,1,0.362,69500,1,0.2145
,,,,,,,,,,,,70000,1,0.3625,70000,1,0.2145
,,,,,,,,,,,,70500,1,0.363,70500,1,0.2125
,,,,,,,,,,,,71000,1,0.3645,71000,1,0.212
,,,,,,,,,,,,71500,1,0.365,71500,1,0.212
,,,,,,,,,,,,72000,1,0.3665,72000,1,0.211
,,,,,,,,,,,,72500,1,0.366,72500,1,0.2115
,,,,,,,,,,,,73000,1,0.367,73000,1,0.212
,,,,,,,,,,,,73500,1,0.3665,73500,1,0.213
,,,,,,,,,,,,74000,1,0.366,74000,1,0.2125
